pgpid,shelfmark,type,doc_date_original,doc_date_calendar,doc_date_standard
23433,T-S Misc.28.61,Legal document,[16]11,Seleucid,1299/1300
23517,T-S Misc.8.96,Legal document,5453,Anno Mundi,1692-09-11/1693-09-30
23557,T-S NS 110.59 + T-S AS 85.88,Legal document,438,Hijrī,1046-07-08/1047-06-27
23562,T-S NS 111.140,State document,Dhū l-Qaʿda 495,Hijrī,1102-08-17/1102-09-15
23603,T-S NS 129.82,List or table,64[.],Hijrī,1244/1251
23643,T-S NS 139.65,State document,329,Hijrī,0940-10-06/0941-09-25
23751,T-S NS 164.41,List or table,"Tuesday, 9 Shaʿbān 514",Hijrī,1120-11-03
23757,T-S NS 167.32,Legal document,4854,Anno Mundi,1093-09-24/1094-09-13
23778,T-S NS 173.78,Legal document,525,Hijrī,1130-12-04/1131-11-22
23780,T-S NS 175.1,Legal document,2 Av 1433,Seleucid,1122-07-08
23782,T-S NS 175.32,Legal document,[5]320,Anno Mundi,1559-09-02/1560-09-20
23823,T-S NS 184.46,Legal document,524,Hijrī,1129-12-15/1130-12-03
23827,T-S NS 184.66,Legal document,[1]434,Seleucid,1122-09-04/1123-09-21
23843,T-S NS 190.106,Legal document,Elul 1438,Seleucid,1127
23849,T-S NS 190.112,Legal document,1445,Seleucid,1134
23850,T-S NS 190.113,Legal document,1443,Seleucid,1131/1132
23859,T-S NS 190.121,Legal document,1444,Seleucid,1132-09-12/1133-09-01
23873,T-S NS 190.4,Legal document,1445,Seleucid,1133-09-02/1134-09-19
23880,T-S NS 190.59,Letter,608–09,Hijrī,1211-06-15/1213-05-22
23926,T-S NS 204.47,List or table,3–4 Dhū l-Ḥijja 600,Hijrī,1204-08-02/1204-08-03
23929,T-S NS 204.8,List or table,Adar II 1440,Seleucid,1129-02-22/1129-03-22
24017,T-S NS 224.29 + T-S NS 224.33 + T-S NS 224.22,Legal document,20[14],Seleucid,1109
24021,T-S NS 224.232,Legal document,"Thursday, 22 Tammuz 5355",Anno Mundi,1595-06-29
24049,T-S NS 224.43,Legal document,last decade of Adar 1441,Seleucid,1130-03-03/1130-03-12
24051,T-S NS 224.45,Legal document,1440,Seleucid,1128-08-28/1129-09-15
24052,T-S NS 224.46,Legal document,Sivan 142[.],Seleucid,1109/1118
24054,T-S NS 224.48,Legal document,1434,Seleucid,1122-09-04/1123-09-21
24071,T-S NS 224.68,Legal document,1438,Seleucid,1126-09-20/1127-09-07
24072,T-S NS 224.71,Legal document,[144]5,Seleucid,1133-09-02/1134-09-19
24078,T-S NS 224.79,Legal document,[14]37,Seleucid,1125-08-31/1126-09-19
24143,T-S NS 225.25j,Legal document,Adar 1446,Seleucid,1135
24147,T-S NS 225.25n,Legal document,1435,Seleucid,1123-09-22/1124-09-10
24153,T-S NS 225.25t,Legal document,Elul 1443,Seleucid,1132
24160,T-S NS 225.27,Legal document,Tishrei 1440,Seleucid,1128
24182,T-S NS 225.47,Legal document,1443,Seleucid,1131-09-24/1132-09-11
24232,T-S NS 226.57 + T-S NS 225.92,Legal document,Jumādā II 527,Hijrī,1133-04-09/1133-05-07
24261,T-S NS 226.11b,Legal document,1432,Seleucid,1121
24286,T-S NS 226.143,Legal document,1431,Seleucid,1119-09-08/1120-08-25
24406,T-S NS 226.80,Legal document,1443,Seleucid,1131-09-24/1132-09-11
24416,T-S NS 226.9,Legal document,1429,Seleucid,1126/1127
24473,T-S NS 245.18,State document,564,Hijrī,1168-10-05/1169-09-24
24504,T-S NS 259.82,List or table,4905,Anno Mundi,1144-08-31/1145-09-19
24521,T-S NS 264.103,Legal document,1443,Seleucid,1132
24530,T-S NS 264.18b + T-S NS 264.18a,Legal document,Tishrei 1331,Seleucid,1019-09
24532,T-S NS 264.19,Legal document,[49]49,Anno Mundi,1188-09-24/1189-09-13
24560,T-S NS 264.44,Legal document,5532,Anno Mundi,1771-09-09/1772-09-27
24564,T-S NS 264.48,Legal document,23 Nisan 1539,Seleucid,1228-04-07
24579,T-S NS 264.61,Letter,8 Elul 5466,Anno Mundi,1706-08-18
24617,T-S NS 264.98,Letter,1517,Seleucid,1205-09-15/1206-09-04
24668,T-S NS 287.40,,"Sunday, 16 Rabiʿ I 403",Hijrī,1012-10-05
24672,T-S AS 152.160 + T-S NS 288.185,Legal document,Kislev 5480,Anno Mundi,1719-11-13/1719-12-12
24674,T-S NS 288.235,Legal document,[13]82,Seleucid,1070-09-09/1071-08-28
24703,T-S NS 292.22,Legal document,145[.],Seleucid,1138/1148
24795,T-S NS 297.176,State document,530,Hijrī,1135-10-11/1136-09-28
24841,T-S NS 297.269,Credit instrument or private receipt,Ṣafar 1057,Hijrī,1647-02-06/1647-04-06
24843,T-S NS 297.271,State document,503–04,Hijrī,1109-07-31/1111-07-08
24872,T-S NS 297.316,Legal document,Rabīʿ I 49[.],Hijrī,1097/1105
24897,T-S NS 297.5,Legal document,Jumāḍā II 993,Hijrī,1585-05-31/1585-06-28
24905,T-S NS 297.65,Credit instrument or private receipt,13 Dhū l-Ḥijja 509,Hijrī,1116-04-28
24911,T-S NS 297.71 + T-S NS 297.72 + T-S NS 297.73,Legal document,13 Dhū l-Qaʿda 957,Hijrī,1550-11
24916,T-S NS 297.76,Credit instrument or private receipt,507,Hijrī,1113/1114
24922,T-S NS 297.9,List or table,Rabīʿ I 938,Hijrī,1531-10-13/1531-11-11
25037,T-S NS 305.156,State document,20 Ṣafar 560,Hijrī,1165-01-06
25086,T-S NS 305.216,Legal document,Ramaḍān 456,Hijrī,1064-08-17/1064-09-15
25106,T-S NS 305.55,Literary text,Rabī ʿ 1312,Hijrī,1894
25113,T-S NS 305.66,State document,19 Ṣafar 553,Hijrī,1158-03-22
25143,T-S NS 306.118,Legal document,Tishrei 1439,Seleucid,1127-09-08/1127-10-07
25144,T-S NS 306.119,List or table,Ramaḍān 453,Hijrī,1061-09-19/1061-10-18
25158,T-S NS 306.143,State document,Muḥarram 545,Hijrī,1150-04-30/1150-05-29
25160,T-S NS 306.146,Legal document,Jumādā II 926,Hijrī,1520-05-19/1520-06-16
25161,T-S NS 306.147,State document,525,Hijrī,1130-12-04/1131-11-22
25185,T-S NS 306.187,Legal document,Dhū l-Qaʿda 610,Hijrī,1214-03-14/1214-04-12
25202,T-S NS 306.22,Legal document,Rabīʿ I 536,Hijrī,1141-10-04/1141-11-02
25208,T-S NS 306.242,State document,15 Shaʿbān 637,Hijrī,1240-03-11
25213,T-S NS 306.247,Legal document,486,Hijrī,1093-02-01/1094-01-20
25226,T-S NS 306.47,List or table,25 Jumādā II 524,Hijrī,1130-06-05
25227,T-S NS 306.49,Legal document,721,Hijrī,1321-01-31/1322-01-19
25232,T-S NS 306.58,List or table,744,Hijrī,1343-05-26/1344-05-14
25233,T-S NS 306.64,Legal document,19 Rabiʿ II 566,Hijrī,1170-12-30
25257,T-S NS 309.21,Letter,1487,Seleucid,1177
25278,T-S NS 31.28,Legal document,Sivan 5343,Anno Mundi,1583-05-22/1583-06-20
25284,T-S NS 31.33,List or table,5354,Anno Mundi,1593-09-27/1594-09-14
25298,T-S NS 310.77,Legal document,Nisan 1463 – Adar 1464,Seleucid,1152-03-08/1153-02-26
25336,T-S NS 314.5,Legal document,15 Kislev 1525,Seleucid,1213-12
25355,T-S NS 318.21,Legal document,20 Shevat 5317,Anno Mundi,1557-01-21
25366,T-S NS 32.81,Legal document,52[..],Anno Mundi,1439/1539
25369,T-S NS 320.10,Legal document,5 Ṭevet 1[4]21,Seleucid,1109-11-30
25383,T-S NS 320.114,Legal document,"Friday, 16 Iyyar 5301",Anno Mundi,1541-05-13
25385,T-S NS 320.116,Paraliterary text,1414,Seleucid,1102/1103
25420,T-S NS 320.37,Legal document,1488,Seleucid,1176/1177
25428,T-S NS 320.50c,Legal document,14 Ḥeshvan 1455,Seleucid,1143-10-24
25431,T-S NS 320.59,Legal document,"Monday, 18 Adar 1430",Seleucid,1119
25432,T-S NS 320.63,Legal document,"Tuesday, 2[.] Shevaṭ 1341",Seleucid,1030-01-26/1030-02-04
25435,T-S NS 320.65,Legal document,1508,Seleucid,1196/1197
25448,T-S NS 320.77,Legal document,Shevaṭ 1445,Seleucid,1134
25470,T-S NS 320.97,Legal document,157[.],Seleucid,1259/1268
25480,T-S NS 321.108,Legal document,1584,Seleucid,1272-08-27/1273-09-13
25522,T-S NS 321.61,Legal document,1411,Seleucid,1099/1100
25523,T-S NS 321.62,Paraliterary text,"Friday, 7 Nisan 1606",Seleucid,1295
25539,T-S NS 321.7b,List or table,443,Hijrī,1051-05-15/1052-05-02
25563,T-S NS 321.91,Legal document,Middle third of Sivan 1416,Seleucid,1105-05-26/1105-06-05
25598,T-S NS 323.17,Legal document,"Thursday, 5 Nisan 1446",Seleucid,1135
25601,T-S NS 323.20,Legal document,5270,Anno Mundi,1509-09-15/1510-09-04
25606,T-S NS 323.27,Legal document,"Monday, 8 Adar I 1448",Seleucid,1137-02-01
25607,T-S NS 323.28,Legal document,"Wednesday, 26 Nisan 5285",Anno Mundi,1525-04-19
25610,T-S AS 149.189 + T-S NS 323.32,Legal document,Ḥeshvan 1352,Seleucid,1040-10-11/1040-11-08
25683,T-S NS 324.30,Legal document,1409,Seleucid,1098
25688,T-S NS 324.37 + T-S 13J5.6,Legal document,Iyyar 5320,Anno Mundi,1560-04-27/1560-05-25
25697,T-S NS 324.47,Legal document,first decade of Tammuz 1471,Seleucid,1160-06-07/1160-06-16
25700,T-S NS 324.50,Legal document,12 Nisan 1453,Seleucid,1142-04-09
25728,T-S NS 324.80,Legal document,1428,Seleucid,1116-09-09/1117-08-29
25769,T-S NS 325.22,Letter,[14]42,Seleucid,1130-09-06/1131-09-23
25821,T-S NS 327.2c,Legal document,Shawwāl 654,Hijrī,1256-10-22/1256-11-19
25853,T-S NS 327.76,State document,559,Hijrī,1163-11-30/1164-11-17
25856,T-S NS 327.82,State document,Jumādā II 493,Hijrī,1100-04-13/1100-05-11
25868,T-S NS 329.1010,Paraliterary text,4832,Anno Mundi,1071-08-29/1072-09-14
25873,T-S NS 329.621,Paraliterary text,[4]803,Anno Mundi,1042-09-18/1043-09-07
25879,T-S NS 329.998,Legal document,"Tuesday 11 Shevat, 5317",Anno Mundi,1557
25892,T-S NS 336.23,Paraliterary text,1 Tammuz 4870,Anno Mundi,1110-06-21
25904,T-S NS 338.112,Legal document,1436,Seleucid,1124/1125
25917,T-S NS 338.28,List or table,14–28 Ramaḍān 433,Hijrī,1042-05-07/1042-05-21
25932,T-S NS 338.43,List or table,Muḥarram 959,Hijrī,1551-12-29/1552-01-27
25943,T-S NS 338.55,Legal document,middle third of Adar 1430,Seleucid,1119-02-24/1119-03-05
26017,T-S NS 340.20,List or table,517,Hijrī,1123-03-01/1124-02-18
26027,T-S NS 340.32,Legal document,635,Hijrī,1237-08-24/1238-08-13
26087,T-S NS 342.42,Legal document,1447,Seleucid,1136
26095,T-S NS 342.74,Legal document,Ṣafar 530,Hijrī,1135-11-10/1135-12-08
26098,T-S NS 342.86,Legal document,"Wednesday, 7 Nisan 1432",Seleucid,1121-03-28
26174,T-S NS 83.16,List or table,Tammuz 1558,Seleucid,1237
26196,T-S NS 83.37,List or table,Sivan 4813,Anno Mundi,1053-05-21/1053-06-19
26216,T-S NS 93.74,,"Friday, 16 Tammuz 1466",Seleucid,1155
26243,T-S NS 99.23,Letter,18 Ḥeshvan 5565,Anno Mundi,1804-10-23
26256,T-S NS 99.35,Letter,5448,Anno Mundi,1687-09-08/1688-09-24
26259,T-S NS 99.38,Letter,13 Elul 5569,Anno Mundi,1809-08-25
26274,T-S NS 99.54,List or table,Tishrei 5583,Anno Mundi,1822-09-16/1822-10-15
26281,T-S NS 99.60,List or table,5225,Anno Mundi,1464-09-03/1465-09-20
26287,T-S NS 99.66,Legal document,Iyyar 5243,Anno Mundi,1483-04-08/1483-05-06
26299,T-S NS 99.77 + T-S NS 99.78 + T-S NS 99.79 + T-S NS 99.80 + T-S NS 99.81,List or table,5343,Anno Mundi,1582-09-17/1583-09-16
26300,T-S NS 99.78 + T-S NS 99.77 + T-S NS 99.79 + T-S NS 99.80 + T-S NS 99.81,List or table,Elul 5341,Anno Mundi,1581-07-31/1581-08-28
26314,"T-S NS J113 + T-S AS 153.4 + Moss. VII,85.1 + T-S 6J8.11 + T-S AS 142.250 + Moss. VII,85.2",Legal document,1456,Seleucid,1144/1145
26331,T-S NS J156,Legal document,Av 1452,Seleucid,1141-07-07/1141-08-05
26343,T-S NS J178c,Credit instrument or private receipt,Ḥeshvan 1454,Seleucid,1142
26345,T-S NS J185b + T-S AS 147.14 + T-S Misc.34.27 + T-S NS 304.13 + T-S NS J185a,Legal document,Ṭevet 143[.],Seleucid,1118-12-17/1128-01-04
26346,T-S NS J185c + T-S NS J185d,Legal document,Ḥeshvan 1432,Seleucid,1120-09
26350,T-S NS J185g,Legal document,1435,Seleucid,1123/1124
26388,T-S NS J25,Legal document,1463,Seleucid,1151-09-13/1152-08-31
26405,T-S NS J297b + T-S NS J297a + T-S NS 163.123 + T-S NS 163.62,Legal document,26 Adar II 1600 — 26 Elul 1601,Seleucid,1289-03-20/1290-09-03
26433,T-S NS J346,Legal document,Nisan 4979,Anno Mundi,1219-03-19/1219-04-17
26438,T-S NS J356,Legal document,17 Nisan 1540,Seleucid,1229-04-19
26472,T-S NS J401t,Legal document,1444,Seleucid,1132/1133
26473,T-S NS J405,Legal document,11 Ḥeshvan 1587,Seleucid,1275
26496,T-S NS J535,Letter,Elul 498[.],Anno Mundi,1220/1229
26509,T-S NS J550,Legal document,"Monday, 1 Kislev 1632",Seleucid,1320
26510,T-S NS J551,Legal document,Monday 10 Nisan 1528,Seleucid,1217
26536,T-S NS J582,State document,Ramaḍān 533,Hijrī,1139-05-02/1139-05-31
26539,T-S NS 225.25f + T-S NS 224.51 + T-S NS J588,Legal document,Ṭevet 1444,Seleucid,1132-12-11/1133-01-08
26553,T-S K2.107 + T-S NS J609,Paraliterary text,1361–62,Seleucid,1049/1051
26586,T-S NS J95a,Legal document,7 Rajab 495,Hijrī,1102-04-27
26646,"Moss. Ia,1.2",Legal document,16 Av 1262,Seleucid,0951-07-22
26675,"Moss. II,100.1",Legal document,"Thursday, 10 Iyyar 1446",Seleucid,1135-04-25
26896,"Moss. IXa,3.37",Letter,23 Elul 5670,Anno Mundi,1910-09-27
26899,"Moss. IXa,3.6",Letter,1284,Hijrī,1867-05-05/1868-04-23
26965,"Moss. V,380",Legal document,Middle third of Av 1460,Seleucid,1149-07-18/1149-07-27
27002,"Moss. VII,114",Legal document,Ḥeshvan 13[..],Seleucid,989/1088
27003,"Moss. VII,115",Legal document,"Thursday, 16 Elul 5[2]09",Anno Mundi,1449-09-04
27007,"Moss. VII,12.1",Legal document,1369,Seleucid,1057/1058
27017,"Moss. VII,13.2",Legal document,Adar II 1404,Seleucid,1093-03-02/1093-03-30
27103,"Moss. VII,23",Legal document,5273,Anno Mundi,1512-09-11/1513-08-31
27104,"Moss. VII,24",Legal document,Sivan 1830,Seleucid,1519-05-01/1519-05-30
27108,"Moss. VII,32.1",Legal document,16 Tammuz 5324,Anno Mundi,1564-06-26
27111,"Moss. VII,35",Legal document,1445,Seleucid,1133-09-02/1134-09-19
27116,"Moss. VII,42.1",Legal document,1459,Seleucid,1147-08-28/1148-09-15
27120,"Moss. VII,45.1",Legal document,Safar 581,Hijrī,1185-05-04/1185-06-01
27121,"Moss. VII,47",Legal document,26 Tevet 5273,Anno Mundi,1513-01-04
27123,"Moss. VII,5",Legal document,15 Av 5579,Anno Mundi,1819-08-06
27137,"Moss. VII,66.1",Legal document,29 Kislev 1448,Seleucid,1136-11-25
27145,"Moss. VII,80.2",Legal document,"Wednesday, 10 Elul 1395",Seleucid,1084
27152,"Moss. VII,87.3",Legal document,27 Adar I 1540,Seleucid,1229-03-01
27153,"Moss. VII,87.4",Legal document,"Monday, 6 Adar 1549",Seleucid,1238-02-22
27161,"Moss. VII,93.6",Legal document,1559,Seleucid,1247-09-02/1248-09-18
27199,"Moss. VIII,482",Legal document,4837,Anno Mundi,1077
27211,"Moss. X,113",Legal document,10 Jumādā I 1202,Hijrī,1788-02-17
27238,"Moss. X,134.2",Legal document,"תר""ב",Anno Mundi,1842
27254,"Moss. Xa,2.104",Legal document,"התר""ן",Anno Mundi,1890
27263,AIU V.B.48,Letter,1 Nisan 1485,Seleucid,1174-03-05
27281,AIU VII.A.42,Legal document,20 Kislev 5418,Anno Mundi,1657-11-26
27282,AIU VII.A.43,Letter,middle third of Elul 1541,Seleucid,1230-08-21/1230-08-31
27432,NLI 577.2/25,Legal document,11 Rabiʿ I 852,Hijrī,1448-05-15
27438,NLI 577.3/4,Legal document,Elul 1444,Seleucid,1133-08-04/1133-09-01
27445,NLI 577.4/99,Legal document,6 Nisan 4973,Anno Mundi,1213-03-29
27456,NLI 577.6/9 + T-S 8.153 + BL OR 12299.15,Legal document,Ṭevet 1435,Seleucid,1123/1124
27468,Yevr. II A 1241,Legal document,"23rd Shewat, 5414",Anno Mundi,1654
27469,Yevr. II A 1249,Legal document,Nisan 5401,Anno Mundi,1641-03-12/1641-04-10
27470,Yevr. II A 1250,Legal document,6 Iyyar 5571,Anno Mundi,1811-04-30
27472,Yevr. II A 1253,Legal document,17 Adar I 5502,Anno Mundi,1742-02-21
27473,Yevr. II A 1254,Legal document,8 Elul 5549,Anno Mundi,1789-08-30
27474,Yevr. II A 1255,Legal document,Tuesday 3 Nissan 5443,Anno Mundi,1683-03-30
27475,Yevr. II A 1256,Legal document,"Monday, 6 Adar 5284",Anno Mundi,1524-02-10
27476,Yevr. II A 1257,Legal document,14 Kislev 5460,Anno Mundi,1699-12-06
27477,Yevr. II A 1260,Legal document,8th Kislev 5448,Anno Mundi,1687
27478,Yevr. II A 1264,Legal document,"Friday, 9 Adar II 5404",Anno Mundi,1644-03-17
27479,Yevr. II A 1265,Legal document,Tuesday 11 Tammuz 5525,Anno Mundi,1765-06-30
27481,Yevr. II A 1267,Legal document,29 Tishrei 5560,Anno Mundi,1799-10-28
27482,Yevr. II A 1268,Legal document,Friday 14 Adar I 5463,Anno Mundi,1703-03-02
27483,Yevr. II A 1269,Legal document,"Monday, 8th Adar I, 5398",Anno Mundi,1638
27484,Yevr. II A 1270,Legal document,Friday 20th Shevat 5405,Anno Mundi,1645
27485,Yevr. II A 1271,Legal document,Sunday 22 Adar 5590,Anno Mundi,1830-03-17
27486,Yevr. II A 1272,Legal document,16 Sivan 5392,Anno Mundi,1632-06-05
27487,Yevr. II A 1273,Legal document,Thursday  15th Shevat 5450,Anno Mundi,1690
27488,Yevr. II A 1274,Legal document,15 Sivan 5519,Anno Mundi,1759-06-10
27489,Yevr. II A 1275,Legal document,Sunday 6 Nisan 5528,Anno Mundi,1768-03-24
27490,Yevr. II A 1276,Legal document,Thursday  19th Elul 5428,Anno Mundi,1668
27491,Yevr. II A 1277,Legal document,Tuesday 1 Kislev 5507,Anno Mundi,1746-11-14
27493,Yevr. II A 1279,Legal document,Sunday 21 Kislev 5460,Anno Mundi,1699-12-13
27495,Yevr. II A 1281,Legal document,Monday 27 Shevat 5481,Anno Mundi,1721-02-24
27496,Yevr. II A 1282,Legal document,Sunday 28 Elul 5511,Anno Mundi,1751-09-18
27497,Yevr. II A 1283,Legal document,Sunday 17th Sivan 5423,Anno Mundi,1663
27498,Yevr. II A 1284,Legal document,Sunday 25th Tevet 5409,Anno Mundi,1648
27499,Yevr. II A 1285,Legal document,Tuesday 3 Kislev 5545,Anno Mundi,1784-11-16
27500,Yevr. II A 1286,Legal document,Thursday 4 Sivan 5516,Anno Mundi,1756-06-02
27501,Yevr. II A 1287,Legal document,14 Kislev 5527,Anno Mundi,1766-11-16
27502,Yevr. II A 1288,Legal document,20 Sivan 5448,Anno Mundi,1688-06-18
27503,Yevr. II A 1289,Legal document,23 Tevet 5414,Anno Mundi,1654-01-12
27504,Yevr. II A 1290,Legal document,9 Shevat 5530,Anno Mundi,1770-02-04
27505,Yevr. II A 1292 + AIU VII.D.99 + BL OR 12369.11,Legal document,Sivan 5582,Anno Mundi,1822-05-21/1822-06-19
27507,Yevr. II A 1296,Legal document,Sunday 25 Sivan 5556,Anno Mundi,1796-07-01
27508,Yevr. II A 1298,Legal document,5533,Anno Mundi,1773
27509,Yevr. II A 1299,Legal document,Thursday 20 Shevat 5540,Anno Mundi,1780-01-27
27510,Yevr. II A 1300,Legal document,8 Adar 5400,Anno Mundi,1640-03-02
27511,Yevr. II A 1301,Legal document,Wednesday 28th Tevet 5399,Anno Mundi,1640
27512,Yevr. II A 1302,Legal document,14 Adar 5403,Anno Mundi,1643-03-05
27513,Yevr. II A 1303,Legal document,"Sunday, 5 Av 5404",Anno Mundi,1644-08-07
27514,Yevr. II A 1305,Legal document,Sunday 21 Heshvan 5500,Anno Mundi,1739-11-22
27515,Yevr. II A 1306,Legal document,Monday 15th Iyyar 5414,Anno Mundi,1654
27516,Yevr. II A 1307,Legal document,Thursday 24 Nisan 5481,Anno Mundi,1721-04-21
27517,Yevr. II A 1308,Legal document,Sunday 1st Kislev 5545,Anno Mundi,1783
27519,Yevr. II A 1310,Legal document,19 Heshvan 5591,Anno Mundi,1830-11-05
27522,Yevr. II A 1317,Legal document,Adar I 5377,Anno Mundi,1617-02-06/1617-03-07
27523,Yevr. II A 1318,Legal document,"Monday, 6 Adar I 5377",Anno Mundi,1617-02-11
27525,Yevr. II A 1320,Legal document,Adar II 1752,Seleucid,1441-02-22/1441-03-22
27532,Yevr. II A 1409,Letter,Shevat 5409,Anno Mundi,1649-01-14/1649-02-12
27546,Yevr. II A 1556,List or table,Thursday  13th Nisan 5544,Anno Mundi,1784
27587,Yevr. II A 1664,Legal document,Monday 10th Sivan 5553,Anno Mundi,1793
27588,Yevr. II A 1672,Letter,Monday 12th Sivan 5602,Anno Mundi,1842
27589,Yevr. II A 1675,Legal document,Monday 22 Sivan 5535,Anno Mundi,1775-06-20
27651,Yevr. II A 1831,Legal document,5591,Anno Mundi,1831
27674,Yevr. II A 1892,Letter,5457,Anno Mundi,1696-09-27/1697-09-15
27697,Yevr. II A 2692,Legal document,10th Tamuz 5552,Anno Mundi,1792
27721,Yevr. II A 443,Legal document,Thursday  25th Adar 5405,Anno Mundi,1645
27723,Yevr. II A 463,Legal document,20 Av 5436,Anno Mundi,1676-07-30
27726,Yevr. II A 506,Legal document,1321,Seleucid,1010
27732,Yevr. II A 599,Legal document,5399,Anno Mundi,1639
27748,Yevr. II B 281,Paraliterary text,Ḥeshvan 1272,Seleucid,0960-10-24/0960-11-22
27750,Yevr. II B 285,Legal document,"Friday, 13 Iyyar 1360",Seleucid,1049-04-18
27754,Yevr. II K 10,Legal document,15 Kislev 5399,Anno Mundi,1638-11-22
27755,Yevr. II K 11,Legal document,28 Adar 5400,Anno Mundi,1640-03-22
27757,Yevr. II K 13,Legal document,29 Kislev 5405,Anno Mundi,1644-12-28
27758,Yevr. II K 14,,Wednesday 26 Tishrei 5416,Anno Mundi,1655
27759,Yevr. II K 15,Legal document,5428,Anno Mundi,1658
27760,Yevr. II K 18,Legal document,Wednesday 21 Kislev 5435,Anno Mundi,1674
27763,Yevr. II K 20,Legal document,2004,Seleucid,1693
27764,Yevr. II K 21,Legal document,5458,Anno Mundi,1698
27765,Yevr. II K 22,Legal document,5466,Anno Mundi,1706
27766,Yevr. II K 23,Legal document,Wednesday 27 Sivan 5471,Anno Mundi,1711
27767,Yevr. II K 24,Legal document,Wednesday 23 Elul 5471,Anno Mundi,1711
27768,Yevr. II K 26,Legal document,Wednesday 7 Shevat 5477,Anno Mundi,1717
27769,Yevr. II K 27,Legal document,Friday 4 Adar 5479,Anno Mundi,1719-02-23
27770,Yevr. II K 28,Legal document,7 Shevat 5480,Anno Mundi,1720-01-17
27771,Yevr. II K 29,Legal document,24 Shevat 549[2],Anno Mundi,1732-02-20
27772,Yevr. II K 3,Legal document,Adar 1810,Seleucid,1499-02-11/1499-03-11
27773,Yevr. II K 30,Legal document,Sivan 5500,Anno Mundi,1740-05-27/1740-06-25
27774,Yevr. II K 31,Legal document,Wednesday 10 Adar 5506,Anno Mundi,1746
27775,Yevr. II K 32,Legal document,Wednesday  8 Adar I 5508,Anno Mundi,1748
27776,Yevr. II K 33,Legal document,Wednesday  6 Heshvan 5508,Anno Mundi,1747
27777,Yevr. II K 34,Legal document,Thursday  27 Tishrei 5513,Anno Mundi,1752
27778,Yevr. II K 37,Legal document,2070,Seleucid,1758-10-03/1759-09-21
27779,Yevr. II K 38,Legal document,Wednesday 19 Shevat 5520,Anno Mundi,1760
27782,Yevr. II K 40,Legal document,13 Heshvan 5518,Anno Mundi,1757-10-27
27783,Yevr. II K 41,Legal document,Thursday 2 Elul 5531,Anno Mundi,1771
27784,Yevr. II K 42,Legal document,5535,Anno Mundi,1775
27785,Yevr. II K 43,Legal document,Tuesday 12 Iyyar 5537,Anno Mundi,1777
27786,Yevr. II K 44,Legal document,14 Elul 5537,Anno Mundi,1777
27787,Yevr. II K 45,Legal document,"Tuesday 8 Adar II, 5537",Anno Mundi,1777
27789,Yevr. II K 47,Legal document,Wednesday  27 Shevat 5541,Anno Mundi,1781
27790,Yevr. II K 48,Legal document,Wednesday  26 Sivan 5543,Anno Mundi,1783
27791,Yevr. II K 49,Legal document,Thursday  25 Tishrei 5546,Anno Mundi,1785
27792,Yevr. II K 5,Legal document,Wednesday  13 Shevat 1831,Seleucid,1520
27793,Yevr. II K 50,Legal document,"Friday 27 Adar II, 5548",Anno Mundi,1788
27794,Yevr. II K 51,Legal document,Wednesday  27 Elul 5551,Anno Mundi,1791
27795,Yevr. II K 52,Legal document,Wednesday 18 Shevat 5557,Anno Mundi,1797-02-14
27798,Yevr. II K 55,Legal document,Wednesday 6 Tishrei 5561,Anno Mundi,1800-09-25
27799,Yevr. II K 56,Legal document,22 Heshvan 5563,Anno Mundi,1802
27800,Yevr. II K 57,Legal document,Wednesday  10 Elul 5563,Anno Mundi,1803
27801,Yevr. II K 58,Legal document,5566,Anno Mundi,1805-09-24/1806-09-12
27802,Yevr. II K 59,Legal document,Friday 13 Tammuz 5575,Anno Mundi,1815-07-21
27804,Yevr. II K 60,Legal document,"Wednesday, 9 Elul 5567",Anno Mundi,1816
27805,Yevr. II K 61,Legal document,Thursday  10 Elul 5576,Anno Mundi,1816
